assignment_key,source_url,source_title,source_type,source_accessed_at,evidence_locator,evidence_note
2012-NYG-head_coach-01-17-tom-coughlin,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2012.parquet,nflverse play-by-play 2012,official_release,2026-08-27,"regular-season team games, weeks 1-17",Observed head coach on each included regular-season game; interval is first through last observed game week.
2012-NYG-offensive_coordinator-01-17-kevin-gilbride,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202012%20-%20Record%20%26%20Fact%20Book.pdf,2012 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 197 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2012-NYG-quarterbacks_coach-01-17-sean-ryan,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202012%20-%20Record%20%26%20Fact%20Book.pdf,2012 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 197 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2012-NYJ-head_coach-01-17-rex-ryan,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2012.parquet,nflverse play-by-play 2012,official_release,2026-08-27,"regular-season team games, weeks 1-17",Observed head coach on each included regular-season game; interval is first through last observed game week.
2012-NYJ-offensive_coordinator-01-17-tony-sparano,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202012%20-%20Record%20%26%20Fact%20Book.pdf,2012 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 111 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2012-NYJ-quarterbacks_coach-01-17-matt-cavanaugh,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202012%20-%20Record%20%26%20Fact%20Book.pdf,2012 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 111 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2012-PHI-head_coach-01-17-andy-reid,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2012.parquet,nflverse play-by-play 2012,official_release,2026-08-27,"regular-season team games, weeks 1-17",Observed head coach on each included regular-season game; interval is first through last observed game week.
2012-PHI-quarterbacks_coach-01-17-doug-pederson,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202012%20-%20Record%20%26%20Fact%20Book.pdf,2012 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 203 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2012-PIT-head_coach-01-17-mike-tomlin,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2012.parquet,nflverse play-by-play 2012,official_release,2026-08-27,"regular-season team games, weeks 1-17",Observed head coach on each included regular-season game; interval is first through last observed game week.
2012-PIT-offensive_coordinator-01-17-todd-haley,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202012%20-%20Record%20%26%20Fact%20Book.pdf,2012 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 123 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2012-PIT-quarterbacks_coach-01-17-randy-fichtner,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202012%20-%20Record%20%26%20Fact%20Book.pdf,2012 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 123 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2012-SEA-head_coach-01-17-pete-carroll,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2012.parquet,nflverse play-by-play 2012,official_release,2026-08-27,"regular-season team games, weeks 1-17",Observed head coach on each included regular-season game; interval is first through last observed game week.
2012-SEA-offensive_coordinator-01-17-darrell-bevell,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202012%20-%20Record%20%26%20Fact%20Book.pdf,2012 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 221 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2012-SEA-quarterbacks_coach-01-17-carl-smith,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202012%20-%20Record%20%26%20Fact%20Book.pdf,2012 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 221 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2012-SF-head_coach-01-17-jim-harbaugh,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2012.parquet,nflverse play-by-play 2012,official_release,2026-08-27,"regular-season team games, weeks 1-17",Observed head coach on each included regular-season game; interval is first through last observed game week.
2012-SF-offensive_coordinator-01-17-greg-roman,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202012%20-%20Record%20%26%20Fact%20Book.pdf,2012 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 215 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2012-SF-quarterbacks_coach-01-17-geep-chryst,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202012%20-%20Record%20%26%20Fact%20Book.pdf,2012 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 215 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2012-TB-head_coach-01-17-greg-schiano,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2012.parquet,nflverse play-by-play 2012,official_release,2026-08-27,"regular-season team games, weeks 1-17",Observed head coach on each included regular-season game; interval is first through last observed game week.
2012-TB-offensive_coordinator-01-17-mike-sullivan,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202012%20-%20Record%20%26%20Fact%20Book.pdf,2012 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 227 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2012-TB-quarterbacks_coach-01-17-ron-turner,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202012%20-%20Record%20%26%20Fact%20Book.pdf,2012 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 227 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2012-TEN-head_coach-01-17-mike-munchak,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2012.parquet,nflverse play-by-play 2012,official_release,2026-08-27,"regular-season team games, weeks 1-17",Observed head coach on each included regular-season game; interval is first through last observed game week.
2012-TEN-offensive_coordinator-01-12-chris-palmer,https://www.nfl.com/news/chris-palmer-fired-as-tennessee-titans-o-coordinator-0ap1000000101599,Titans fire Chris Palmer; Dowell Loggains named replacement,official_release,2026-08-27,Change reported after Week 12,Dated league report verifies the in-season offensive-coordinator change.
2012-TEN-offensive_coordinator-13-17-dowell-loggains,https://www.nfl.com/news/chris-palmer-fired-as-tennessee-titans-o-coordinator-0ap1000000101599,Titans fire Chris Palmer; Dowell Loggains named replacement,official_release,2026-08-27,Replacement effective Week 13,Dated league report verifies the in-season offensive-coordinator change.
2012-TEN-play_caller-13-17-dowell-loggains,https://www.nfl.com/news/tennessee-titans-hire-tom-moore-to-assist-offensive-coaches-0ap1000000102925,Titans identify Dowell Loggains as new play caller,official_release,2026-08-27,Dated report; weeks 13-17,Dated league report explicitly identifies Dowell Loggains as the offensive play caller for this interval.
2012-TEN-quarterbacks_coach-01-17-dowell-loggains,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202012%20-%20Record%20%26%20Fact%20Book.pdf,2012 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 135 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks/passing. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2012-WAS-head_coach-01-17-mike-shanahan,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2012.parquet,nflverse play-by-play 2012,official_release,2026-08-27,"regular-season team games, weeks 1-17",Observed head coach on each included regular-season game; interval is first through last observed game week.
2012-WAS-offensive_coordinator-01-17-kyle-shanahan,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202012%20-%20Record%20%26%20Fact%20Book.pdf,2012 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 233 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2012-WAS-quarterbacks_coach-01-17-matt-lafleur,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202012%20-%20Record%20%26%20Fact%20Book.pdf,2012 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 233 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2013-ARI-head_coach-01-17-bruce-arians,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2013.parquet,nflverse play-by-play 2013,official_release,2026-08-27,"regular-season team games, weeks 1-17",Observed head coach on each included regular-season game; interval is first through last observed game week.
2013-ARI-offensive_coordinator-01-17-harold-goodwin,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202013%20-%20Record%20%26%20Fact%20Book.pdf,2013 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 143 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2013-ARI-quarterbacks_coach-01-17-freddie-kitchens,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202013%20-%20Record%20%26%20Fact%20Book.pdf,2013 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 143 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2013-ATL-head_coach-01-17-mike-smith,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2013.parquet,nflverse play-by-play 2013,official_release,2026-08-27,"regular-season team games, weeks 1-17",Observed head coach on each included regular-season game; interval is first through last observed game week.
2013-ATL-offensive_coordinator-01-17-dirk-koetter,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202013%20-%20Record%20%26%20Fact%20Book.pdf,2013 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 149 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2013-ATL-quarterbacks_coach-01-17-glenn-thomas,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202013%20-%20Record%20%26%20Fact%20Book.pdf,2013 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 149 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2013-BAL-head_coach-01-17-john-harbaugh,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2013.parquet,nflverse play-by-play 2013,official_release,2026-08-27,"regular-season team games, weeks 1-17",Observed head coach on each included regular-season game; interval is first through last observed game week.
2013-BAL-offensive_coordinator-01-17-jim-caldwell,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202013%20-%20Record%20%26%20Fact%20Book.pdf,2013 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 45 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2013-BUF-head_coach-01-17-doug-marrone,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2013.parquet,nflverse play-by-play 2013,official_release,2026-08-27,"regular-season team games, weeks 1-17",Observed head coach on each included regular-season game; interval is first through last observed game week.
2013-CAR-head_coach-01-17-ron-rivera,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2013.parquet,nflverse play-by-play 2013,official_release,2026-08-27,"regular-season team games, weeks 1-17",Observed head coach on each included regular-season game; interval is first through last observed game week.
2013-CAR-offensive_coordinator-01-17-mike-shula,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202013%20-%20Record%20%26%20Fact%20Book.pdf,2013 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 155 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2013-CAR-quarterbacks_coach-01-17-ken-dorsey,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202013%20-%20Record%20%26%20Fact%20Book.pdf,2013 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 155 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2013-CHI-head_coach-01-17-marc-trestman,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2013.parquet,nflverse play-by-play 2013,official_release,2026-08-27,"regular-season team games, weeks 1-17",Observed head coach on each included regular-season game; interval is first through last observed game week.
2013-CHI-quarterbacks_coach-01-17-matt-cavanaugh,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202013%20-%20Record%20%26%20Fact%20Book.pdf,2013 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 161 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2013-CIN-head_coach-01-17-marvin-lewis,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2013.parquet,nflverse play-by-play 2013,official_release,2026-08-27,"regular-season team games, weeks 1-17",Observed head coach on each included regular-season game; interval is first through last observed game week.
2013-CIN-offensive_coordinator-01-17-jay-gruden,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202013%20-%20Record%20%26%20Fact%20Book.pdf,2013 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 57 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2013-CIN-quarterbacks_coach-01-17-ken-zampese,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202013%20-%20Record%20%26%20Fact%20Book.pdf,2013 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 57 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2013-CLE-head_coach-01-17-rob-chudzinski,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2013.parquet,nflverse play-by-play 2013,official_release,2026-08-27,"regular-season team games, weeks 1-17",Observed head coach on each included regular-season game; interval is first through last observed game week.
2013-CLE-offensive_coordinator-01-17-norv-turner,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202013%20-%20Record%20%26%20Fact%20Book.pdf,2013 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 63 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2013-DAL-head_coach-01-17-jason-garrett,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2013.parquet,nflverse play-by-play 2013,official_release,2026-08-27,"regular-season team games, weeks 1-17",Observed head coach on each included regular-season game; interval is first through last observed game week.
2013-DAL-quarterbacks_coach-01-17-wade-wilson,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202013%20-%20Record%20%26%20Fact%20Book.pdf,2013 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 167 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2013-DEN-head_coach-01-17-john-fox,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2013.parquet,nflverse play-by-play 2013,official_release,2026-08-27,"regular-season team games, weeks 1-17",Observed head coach on each included regular-season game; interval is first through last observed game week.
2013-DEN-offensive_coordinator-01-17-adam-gase,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202013%20-%20Record%20%26%20Fact%20Book.pdf,2013 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 69 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2013-DEN-quarterbacks_coach-01-17-greg-knapp,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202013%20-%20Record%20%26%20Fact%20Book.pdf,2013 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 69 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2013-DET-head_coach-01-17-jim-schwartz,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2013.parquet,nflverse play-by-play 2013,official_release,2026-08-27,"regular-season team games, weeks 1-17",Observed head coach on each included regular-season game; interval is first through last observed game week.
2013-DET-offensive_coordinator-01-17-scott-linehan,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202013%20-%20Record%20%26%20Fact%20Book.pdf,2013 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 173 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2013-DET-quarterbacks_coach-01-17-todd-downing,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202013%20-%20Record%20%26%20Fact%20Book.pdf,2013 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 173 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2013-GB-head_coach-01-17-mike-mccarthy,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2013.parquet,nflverse play-by-play 2013,official_release,2026-08-27,"regular-season team games, weeks 1-17",Observed head coach on each included regular-season game; interval is first through last observed game week.
2013-GB-offensive_coordinator-01-17-tom-clements,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202013%20-%20Record%20%26%20Fact%20Book.pdf,2013 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 179 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2013-GB-quarterbacks_coach-01-17-ben-mcadoo,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202013%20-%20Record%20%26%20Fact%20Book.pdf,2013 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 179 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2013-HOU-head_coach-01-14-gary-kubiak,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2013.parquet,nflverse play-by-play 2013,official_release,2026-08-27,"regular-season team games, weeks 1-14",Observed head coach on each included regular-season game; interval is first through last observed game week.
2013-HOU-head_coach-15-17-wade-phillips,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2013.parquet,nflverse play-by-play 2013,official_release,2026-08-27,"regular-season team games, weeks 15-17",Observed head coach on each included regular-season game; interval is first through last observed game week.
2013-HOU-offensive_coordinator-01-17-rick-dennison,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202013%20-%20Record%20%26%20Fact%20Book.pdf,2013 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 75 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2013-HOU-quarterbacks_coach-01-17-karl-dorrell,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202013%20-%20Record%20%26%20Fact%20Book.pdf,2013 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 75 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2013-IND-head_coach-01-17-chuck-pagano,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2013.parquet,nflverse play-by-play 2013,official_release,2026-08-27,"regular-season team games, weeks 1-17",Observed head coach on each included regular-season game; interval is first through last observed game week.
2013-IND-offensive_coordinator-01-17-pep-hamilton,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202013%20-%20Record%20%26%20Fact%20Book.pdf,2013 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 81 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2013-IND-quarterbacks_coach-01-17-clyde-christensen,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202013%20-%20Record%20%26%20Fact%20Book.pdf,2013 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 81 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2013-JAX-head_coach-01-17-gus-bradley,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2013.parquet,nflverse play-by-play 2013,official_release,2026-08-27,"regular-season team games, weeks 1-17",Observed head coach on each included regular-season game; interval is first through last observed game week.
2013-JAX-offensive_coordinator-01-17-jedd-fisch,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202013%20-%20Record%20%26%20Fact%20Book.pdf,2013 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 87 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2013-JAX-quarterbacks_coach-01-17-frank-scelfo,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202013%20-%20Record%20%26%20Fact%20Book.pdf,2013 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 87 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2013-KC-head_coach-01-17-andy-reid,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2013.parquet,nflverse play-by-play 2013,official_release,2026-08-27,"regular-season team games, weeks 1-17",Observed head coach on each included regular-season game; interval is first through last observed game week.
2013-KC-offensive_coordinator-01-17-doug-pederson,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202013%20-%20Record%20%26%20Fact%20Book.pdf,2013 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 93 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2013-KC-quarterbacks_coach-01-17-matt-nagy,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202013%20-%20Record%20%26%20Fact%20Book.pdf,2013 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 93 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2013-LA-head_coach-01-17-jeff-fisher,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2013.parquet,nflverse play-by-play 2013,official_release,2026-08-27,"regular-season team games, weeks 1-17",Observed head coach on each included regular-season game; interval is first through last observed game week.
2013-LA-offensive_coordinator-01-17-brian-schottenheimer,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202013%20-%20Record%20%26%20Fact%20Book.pdf,2013 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 209 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2013-LA-quarterbacks_coach-01-17-frank-cignetti-jr,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202013%20-%20Record%20%26%20Fact%20Book.pdf,2013 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 209 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2013-LAC-head_coach-01-17-mike-mccoy,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2013.parquet,nflverse play-by-play 2013,official_release,2026-08-27,"regular-season team games, weeks 1-17",Observed head coach on each included regular-season game; interval is first through last observed game week.
2013-LAC-offensive_coordinator-01-17-ken-whisenhunt,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202013%20-%20Record%20%26%20Fact%20Book.pdf,2013 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 129 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2013-LAC-quarterbacks_coach-01-17-frank-reich,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202013%20-%20Record%20%26%20Fact%20Book.pdf,2013 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 129 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2013-LV-head_coach-01-17-dennis-allen,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2013.parquet,nflverse play-by-play 2013,official_release,2026-08-27,"regular-season team games, weeks 1-17",Observed head coach on each included regular-season game; interval is first through last observed game week.
2013-LV-offensive_coordinator-01-17-greg-olson,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202013%20-%20Record%20%26%20Fact%20Book.pdf,2013 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 117 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2013-LV-quarterbacks_coach-01-17-john-defilippo,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202013%20-%20Record%20%26%20Fact%20Book.pdf,2013 NFL Record & Fact Book,official_book_mirror,2026-08-27,PDF page 117 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2013-MIA-head_coach-01-17-joe-philbin,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2013.parquet,nflverse play-by-play 2013,official_release,2026-08-27,"regular-season team games, weeks 1-17",Observed head coach on each included regular-season game; interval is first through last observed game week.
