assignment_key,season,team_id,coach_id,coach_canonical_name,role,start_week,end_week,start_date,end_date,is_interim,is_shared,is_retained,verification_status,confidence_level,interval_basis,primary_source_url,notes
2013-CHI-head_coach-01-17-marc-trestman,2013,CHI,coach-marc-trestman,Marc Trestman,head_coach,1,17,,,false,false,false,verified,high,observed_game_weeks,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2013.parquet,Observed head coach on each included regular-season game; interval is first through last observed game week.
2013-CHI-quarterbacks_coach-01-17-matt-cavanaugh,2013,CHI,coach-matt-cavanaugh,Matt Cavanaugh,quarterbacks_coach,1,17,,,false,false,false,verified,medium,season_designation,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202013%20-%20Record%20%26%20Fact%20Book.pdf,"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2013-CIN-head_coach-01-17-marvin-lewis,2013,CIN,coach-marvin-lewis,Marvin Lewis,head_coach,1,17,,,false,false,true,verified,high,observed_game_weeks,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2013.parquet,Observed head coach on each included regular-season game; interval is first through last observed game week.
2013-CIN-offensive_coordinator-01-17-jay-gruden,2013,CIN,coach-jay-gruden,Jay Gruden,offensive_coordinator,1,17,,,false,false,true,verified,medium,season_designation,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202013%20-%20Record%20%26%20Fact%20Book.pdf,"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2013-CIN-quarterbacks_coach-01-17-ken-zampese,2013,CIN,coach-ken-zampese,Ken Zampese,quarterbacks_coach,1,17,,,false,false,true,verified,medium,season_designation,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202013%20-%20Record%20%26%20Fact%20Book.pdf,"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2013-CLE-head_coach-01-17-rob-chudzinski,2013,CLE,coach-rob-chudzinski,Rob Chudzinski,head_coach,1,17,,,false,false,false,verified,high,observed_game_weeks,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2013.parquet,Observed head coach on each included regular-season game; interval is first through last observed game week.
2013-CLE-offensive_coordinator-01-17-norv-turner,2013,CLE,coach-norv-turner,Norv Turner,offensive_coordinator,1,17,,,false,false,false,verified,medium,season_designation,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202013%20-%20Record%20%26%20Fact%20Book.pdf,"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2013-DAL-head_coach-01-17-jason-garrett,2013,DAL,coach-jason-garrett,Jason Garrett,head_coach,1,17,,,false,false,true,verified,high,observed_game_weeks,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2013.parquet,Observed head coach on each included regular-season game; interval is first through last observed game week.
2013-DAL-quarterbacks_coach-01-17-wade-wilson,2013,DAL,coach-wade-wilson,Wade Wilson,quarterbacks_coach,1,17,,,false,false,true,verified,medium,season_designation,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202013%20-%20Record%20%26%20Fact%20Book.pdf,"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2013-DEN-head_coach-01-17-john-fox,2013,DEN,coach-john-fox,John Fox,head_coach,1,17,,,false,false,true,verified,high,observed_game_weeks,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2013.parquet,Observed head coach on each included regular-season game; interval is first through last observed game week.
2013-DEN-offensive_coordinator-01-17-adam-gase,2013,DEN,coach-adam-gase,Adam Gase,offensive_coordinator,1,17,,,false,false,false,verified,medium,season_designation,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202013%20-%20Record%20%26%20Fact%20Book.pdf,"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2013-DEN-quarterbacks_coach-01-17-greg-knapp,2013,DEN,coach-greg-knapp,Greg Knapp,quarterbacks_coach,1,17,,,false,false,false,verified,medium,season_designation,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202013%20-%20Record%20%26%20Fact%20Book.pdf,"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2013-DET-head_coach-01-17-jim-schwartz,2013,DET,coach-jim-schwartz,Jim Schwartz,head_coach,1,17,,,false,false,true,verified,high,observed_game_weeks,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2013.parquet,Observed head coach on each included regular-season game; interval is first through last observed game week.
2013-DET-offensive_coordinator-01-17-scott-linehan,2013,DET,coach-scott-linehan,Scott Linehan,offensive_coordinator,1,17,,,false,false,true,verified,medium,season_designation,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202013%20-%20Record%20%26%20Fact%20Book.pdf,"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2013-DET-quarterbacks_coach-01-17-todd-downing,2013,DET,coach-todd-downing,Todd Downing,quarterbacks_coach,1,17,,,false,false,false,verified,medium,season_designation,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202013%20-%20Record%20%26%20Fact%20Book.pdf,"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2013-GB-head_coach-01-17-mike-mccarthy,2013,GB,coach-mike-mccarthy,Mike McCarthy,head_coach,1,17,,,false,false,true,verified,high,observed_game_weeks,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2013.parquet,Observed head coach on each included regular-season game; interval is first through last observed game week.
2013-GB-offensive_coordinator-01-17-tom-clements,2013,GB,coach-tom-clements,Tom Clements,offensive_coordinator,1,17,,,false,false,true,verified,medium,season_designation,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202013%20-%20Record%20%26%20Fact%20Book.pdf,"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2013-GB-quarterbacks_coach-01-17-ben-mcadoo,2013,GB,coach-ben-mcadoo,Ben McAdoo,quarterbacks_coach,1,17,,,false,false,true,verified,medium,season_designation,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202013%20-%20Record%20%26%20Fact%20Book.pdf,"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2013-HOU-head_coach-01-14-gary-kubiak,2013,HOU,coach-gary-kubiak,Gary Kubiak,head_coach,1,14,,,false,false,true,verified,high,observed_game_weeks,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2013.parquet,Observed head coach on each included regular-season game; interval is first through last observed game week.
2013-HOU-head_coach-15-17-wade-phillips,2013,HOU,coach-wade-phillips,Wade Phillips,head_coach,15,17,,,true,false,false,verified,high,observed_game_weeks,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2013.parquet,Observed head coach on each included regular-season game; interval is first through last observed game week.
2013-HOU-offensive_coordinator-01-17-rick-dennison,2013,HOU,coach-rick-dennison,Rick Dennison,offensive_coordinator,1,17,,,false,false,true,verified,medium,season_designation,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202013%20-%20Record%20%26%20Fact%20Book.pdf,"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2013-HOU-quarterbacks_coach-01-17-karl-dorrell,2013,HOU,coach-karl-dorrell,Karl Dorrell,quarterbacks_coach,1,17,,,false,false,true,verified,medium,season_designation,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202013%20-%20Record%20%26%20Fact%20Book.pdf,"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2013-IND-head_coach-01-17-chuck-pagano,2013,IND,coach-chuck-pagano,Chuck Pagano,head_coach,1,17,,,false,false,true,verified,high,observed_game_weeks,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2013.parquet,Observed head coach on each included regular-season game; interval is first through last observed game week.
2013-IND-offensive_coordinator-01-17-pep-hamilton,2013,IND,coach-pep-hamilton,Pep Hamilton,offensive_coordinator,1,17,,,false,false,false,verified,medium,season_designation,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202013%20-%20Record%20%26%20Fact%20Book.pdf,"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2013-IND-quarterbacks_coach-01-17-clyde-christensen,2013,IND,coach-clyde-christensen,Clyde Christensen,quarterbacks_coach,1,17,,,false,false,true,verified,medium,season_designation,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202013%20-%20Record%20%26%20Fact%20Book.pdf,"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2013-JAX-head_coach-01-17-gus-bradley,2013,JAX,coach-gus-bradley,Gus Bradley,head_coach,1,17,,,false,false,false,verified,high,observed_game_weeks,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2013.parquet,Observed head coach on each included regular-season game; interval is first through last observed game week.
2013-JAX-offensive_coordinator-01-17-jedd-fisch,2013,JAX,coach-jedd-fisch,Jedd Fisch,offensive_coordinator,1,17,,,false,false,false,verified,medium,season_designation,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202013%20-%20Record%20%26%20Fact%20Book.pdf,"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2013-JAX-quarterbacks_coach-01-17-frank-scelfo,2013,JAX,coach-frank-scelfo,Frank Scelfo,quarterbacks_coach,1,17,,,false,false,false,verified,medium,season_designation,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202013%20-%20Record%20%26%20Fact%20Book.pdf,"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2013-KC-head_coach-01-17-andy-reid,2013,KC,coach-andy-reid,Andy Reid,head_coach,1,17,,,false,false,false,verified,high,observed_game_weeks,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2013.parquet,Observed head coach on each included regular-season game; interval is first through last observed game week.
2013-KC-offensive_coordinator-01-17-doug-pederson,2013,KC,coach-doug-pederson,Doug Pederson,offensive_coordinator,1,17,,,false,false,false,verified,medium,season_designation,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202013%20-%20Record%20%26%20Fact%20Book.pdf,"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2013-KC-quarterbacks_coach-01-17-matt-nagy,2013,KC,coach-matt-nagy,Matt Nagy,quarterbacks_coach,1,17,,,false,false,false,verified,medium,season_designation,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202013%20-%20Record%20%26%20Fact%20Book.pdf,"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2013-LA-head_coach-01-17-jeff-fisher,2013,LA,coach-jeff-fisher,Jeff Fisher,head_coach,1,17,,,false,false,true,verified,high,observed_game_weeks,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2013.parquet,Observed head coach on each included regular-season game; interval is first through last observed game week.
2013-LA-offensive_coordinator-01-17-brian-schottenheimer,2013,LA,coach-brian-schottenheimer,Brian Schottenheimer,offensive_coordinator,1,17,,,false,false,false,verified,medium,season_designation,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202013%20-%20Record%20%26%20Fact%20Book.pdf,"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2013-LA-quarterbacks_coach-01-17-frank-cignetti,2013,LA,coach-frank-cignetti,Frank Cignetti,quarterbacks_coach,1,17,,,false,false,true,verified,medium,season_designation,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202013%20-%20Record%20%26%20Fact%20Book.pdf,"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2013-LAC-head_coach-01-17-mike-mccoy,2013,LAC,coach-mike-mccoy,Mike McCoy,head_coach,1,17,,,false,false,false,verified,high,observed_game_weeks,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2013.parquet,Observed head coach on each included regular-season game; interval is first through last observed game week.
2013-LAC-offensive_coordinator-01-17-ken-whisenhunt,2013,LAC,coach-ken-whisenhunt,Ken Whisenhunt,offensive_coordinator,1,17,,,false,false,false,verified,medium,season_designation,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202013%20-%20Record%20%26%20Fact%20Book.pdf,"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2013-LAC-quarterbacks_coach-01-17-frank-reich,2013,LAC,coach-frank-reich,Frank Reich,quarterbacks_coach,1,17,,,false,false,false,verified,medium,season_designation,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202013%20-%20Record%20%26%20Fact%20Book.pdf,"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2013-LV-head_coach-01-17-dennis-allen,2013,LV,coach-dennis-allen,Dennis Allen,head_coach,1,17,,,false,false,true,verified,high,observed_game_weeks,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2013.parquet,Observed head coach on each included regular-season game; interval is first through last observed game week.
2013-LV-offensive_coordinator-01-17-greg-olson,2013,LV,coach-greg-olson,Greg Olson,offensive_coordinator,1,17,,,false,false,false,verified,medium,season_designation,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202013%20-%20Record%20%26%20Fact%20Book.pdf,"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2013-LV-quarterbacks_coach-01-17-john-defilippo,2013,LV,coach-john-defilippo,John DeFilippo,quarterbacks_coach,1,17,,,false,false,true,verified,medium,season_designation,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202013%20-%20Record%20%26%20Fact%20Book.pdf,"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2013-MIA-head_coach-01-17-joe-philbin,2013,MIA,coach-joe-philbin,Joe Philbin,head_coach,1,17,,,false,false,true,verified,high,observed_game_weeks,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2013.parquet,Observed head coach on each included regular-season game; interval is first through last observed game week.
2013-MIA-offensive_coordinator-01-17-mike-sherman,2013,MIA,coach-mike-sherman,Mike Sherman,offensive_coordinator,1,17,,,false,false,true,verified,medium,season_designation,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202013%20-%20Record%20%26%20Fact%20Book.pdf,"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2013-MIA-quarterbacks_coach-01-17-zac-taylor,2013,MIA,coach-zac-taylor,Zac Taylor,quarterbacks_coach,1,17,,,false,false,false,verified,medium,season_designation,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202013%20-%20Record%20%26%20Fact%20Book.pdf,"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2013-MIN-head_coach-01-17-leslie-frazier,2013,MIN,coach-leslie-frazier,Leslie Frazier,head_coach,1,17,,,false,false,true,verified,high,observed_game_weeks,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2013.parquet,Observed head coach on each included regular-season game; interval is first through last observed game week.
2013-MIN-offensive_coordinator-01-17-bill-musgrave,2013,MIN,coach-bill-musgrave,Bill Musgrave,offensive_coordinator,1,17,,,false,false,true,verified,medium,season_designation,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202013%20-%20Record%20%26%20Fact%20Book.pdf,"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2013-MIN-quarterbacks_coach-01-17-craig-johnson,2013,MIN,coach-craig-johnson,Craig Johnson,quarterbacks_coach,1,17,,,false,false,true,verified,medium,season_designation,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202013%20-%20Record%20%26%20Fact%20Book.pdf,"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2013-NE-head_coach-01-17-bill-belichick,2013,NE,coach-bill-belichick,Bill Belichick,head_coach,1,17,,,false,false,true,verified,high,observed_game_weeks,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2013.parquet,Observed head coach on each included regular-season game; interval is first through last observed game week.
2013-NO-head_coach-01-17-sean-payton,2013,NO,coach-sean-payton,Sean Payton,head_coach,1,17,,,false,false,false,verified,high,observed_game_weeks,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2013.parquet,Observed head coach on each included regular-season game; interval is first through last observed game week.
2013-NO-offensive_coordinator-01-17-pete-carmichael,2013,NO,coach-pete-carmichael,Pete Carmichael,offensive_coordinator,1,17,,,false,false,true,verified,medium,season_designation,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202013%20-%20Record%20%26%20Fact%20Book.pdf,"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2013-NO-quarterbacks_coach-01-17-joe-lombardi,2013,NO,coach-joe-lombardi,Joe Lombardi,quarterbacks_coach,1,17,,,false,false,true,verified,medium,season_designation,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202013%20-%20Record%20%26%20Fact%20Book.pdf,"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2013-NYG-head_coach-01-17-tom-coughlin,2013,NYG,coach-tom-coughlin,Tom Coughlin,head_coach,1,17,,,false,false,true,verified,high,observed_game_weeks,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2013.parquet,Observed head coach on each included regular-season game; interval is first through last observed game week.
2013-NYG-offensive_coordinator-01-17-kevin-gilbride,2013,NYG,coach-kevin-gilbride,Kevin Gilbride,offensive_coordinator,1,17,,,false,false,true,verified,medium,season_designation,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202013%20-%20Record%20%26%20Fact%20Book.pdf,"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2013-NYG-quarterbacks_coach-01-17-sean-ryan,2013,NYG,coach-sean-ryan,Sean Ryan,quarterbacks_coach,1,17,,,false,false,true,verified,medium,season_designation,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202013%20-%20Record%20%26%20Fact%20Book.pdf,"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2013-NYJ-head_coach-01-17-rex-ryan,2013,NYJ,coach-rex-ryan,Rex Ryan,head_coach,1,17,,,false,false,true,verified,high,observed_game_weeks,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2013.parquet,Observed head coach on each included regular-season game; interval is first through last observed game week.
2013-NYJ-quarterbacks_coach-01-17-david-lee,2013,NYJ,coach-david-lee,David Lee,quarterbacks_coach,1,17,,,false,false,false,verified,medium,season_designation,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202013%20-%20Record%20%26%20Fact%20Book.pdf,"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2013-PHI-head_coach-01-17-chip-kelly,2013,PHI,coach-chip-kelly,Chip Kelly,head_coach,1,17,,,false,false,false,verified,high,observed_game_weeks,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2013.parquet,Observed head coach on each included regular-season game; interval is first through last observed game week.
2013-PHI-offensive_coordinator-01-17-pat-shurmur,2013,PHI,coach-pat-shurmur,Pat Shurmur,offensive_coordinator,1,17,,,false,false,false,verified,medium,season_designation,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202013%20-%20Record%20%26%20Fact%20Book.pdf,"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2013-PHI-quarterbacks_coach-01-17-bill-lazor,2013,PHI,coach-bill-lazor,Bill Lazor,quarterbacks_coach,1,17,,,false,false,false,verified,medium,season_designation,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202013%20-%20Record%20%26%20Fact%20Book.pdf,"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2013-PIT-head_coach-01-17-mike-tomlin,2013,PIT,coach-mike-tomlin,Mike Tomlin,head_coach,1,17,,,false,false,true,verified,high,observed_game_weeks,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2013.parquet,Observed head coach on each included regular-season game; interval is first through last observed game week.
2013-PIT-offensive_coordinator-01-17-todd-haley,2013,PIT,coach-todd-haley,Todd Haley,offensive_coordinator,1,17,,,false,false,true,verified,medium,season_designation,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202013%20-%20Record%20%26%20Fact%20Book.pdf,"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2013-PIT-quarterbacks_coach-01-17-randy-fichtner,2013,PIT,coach-randy-fichtner,Randy Fichtner,quarterbacks_coach,1,17,,,false,false,true,verified,medium,season_designation,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202013%20-%20Record%20%26%20Fact%20Book.pdf,"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2013-SEA-head_coach-01-17-pete-carroll,2013,SEA,coach-pete-carroll,Pete Carroll,head_coach,1,17,,,false,false,true,verified,high,observed_game_weeks,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2013.parquet,Observed head coach on each included regular-season game; interval is first through last observed game week.
2013-SEA-offensive_coordinator-01-17-darrell-bevell,2013,SEA,coach-darrell-bevell,Darrell Bevell,offensive_coordinator,1,17,,,false,false,true,verified,medium,season_designation,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202013%20-%20Record%20%26%20Fact%20Book.pdf,"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2013-SEA-quarterbacks_coach-01-17-carl-smith,2013,SEA,coach-carl-smith,Carl Smith,quarterbacks_coach,1,17,,,false,false,true,verified,medium,season_designation,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202013%20-%20Record%20%26%20Fact%20Book.pdf,"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2013-SF-head_coach-01-17-jim-harbaugh,2013,SF,coach-jim-harbaugh,Jim Harbaugh,head_coach,1,17,,,false,false,true,verified,high,observed_game_weeks,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2013.parquet,Observed head coach on each included regular-season game; interval is first through last observed game week.
2013-SF-offensive_coordinator-01-17-greg-roman,2013,SF,coach-greg-roman,Greg Roman,offensive_coordinator,1,17,,,false,false,true,verified,medium,season_designation,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202013%20-%20Record%20%26%20Fact%20Book.pdf,"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2013-SF-quarterbacks_coach-01-17-geep-chryst,2013,SF,coach-geep-chryst,Geep Chryst,quarterbacks_coach,1,17,,,false,false,true,verified,medium,season_designation,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202013%20-%20Record%20%26%20Fact%20Book.pdf,"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2013-TB-head_coach-01-17-greg-schiano,2013,TB,coach-greg-schiano,Greg Schiano,head_coach,1,17,,,false,false,true,verified,high,observed_game_weeks,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2013.parquet,Observed head coach on each included regular-season game; interval is first through last observed game week.
2013-TB-offensive_coordinator-01-17-mike-sullivan,2013,TB,coach-mike-sullivan,Mike Sullivan,offensive_coordinator,1,17,,,false,false,true,verified,medium,season_designation,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202013%20-%20Record%20%26%20Fact%20Book.pdf,"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2013-TB-quarterbacks_coach-01-17-john-mcnulty,2013,TB,coach-john-mcnulty,John McNulty,quarterbacks_coach,1,17,,,false,false,false,verified,medium,season_designation,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202013%20-%20Record%20%26%20Fact%20Book.pdf,"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2013-TEN-head_coach-01-17-mike-munchak,2013,TEN,coach-mike-munchak,Mike Munchak,head_coach,1,17,,,false,false,true,verified,high,observed_game_weeks,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2013.parquet,Observed head coach on each included regular-season game; interval is first through last observed game week.
2013-TEN-offensive_coordinator-01-17-dowell-loggains,2013,TEN,coach-dowell-loggains,Dowell Loggains,offensive_coordinator,1,17,,,false,false,false,verified,medium,season_designation,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202013%20-%20Record%20%26%20Fact%20Book.pdf,"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2013-TEN-quarterbacks_coach-01-17-dave-ragone,2013,TEN,coach-dave-ragone,Dave Ragone,quarterbacks_coach,1,17,,,false,false,false,verified,medium,season_designation,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202013%20-%20Record%20%26%20Fact%20Book.pdf,"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2013-WAS-head_coach-01-17-mike-shanahan,2013,WAS,coach-mike-shanahan,Mike Shanahan,head_coach,1,17,,,false,false,true,verified,high,observed_game_weeks,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2013.parquet,Observed head coach on each included regular-season game; interval is first through last observed game week.
2013-WAS-offensive_coordinator-01-17-kyle-shanahan,2013,WAS,coach-kyle-shanahan,Kyle Shanahan,offensive_coordinator,1,17,,,false,false,true,verified,medium,season_designation,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202013%20-%20Record%20%26%20Fact%20Book.pdf,"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2013-WAS-quarterbacks_coach-01-17-matt-lafleur,2013,WAS,coach-matt-lafleur,Matt LaFleur,quarterbacks_coach,1,17,,,false,false,true,verified,medium,season_designation,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202013%20-%20Record%20%26%20Fact%20Book.pdf,"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty."
2014-ARI-head_coach-01-17-bruce-arians,2014,ARI,coach-bruce-arians,Bruce Arians,head_coach,1,17,,,false,false,true,verified,high,observed_game_weeks,https://github.com/nflverse/nflverse-data/releases/download/pbp/play_by_play_2014.parquet,Observed head coach on each included regular-season game; interval is first through last observed game week.
