evidence_id,source_url,source_title,assignment_keys,required_terms
c11b-caller-2024-IND-opening,https://www.espn.com/nfl/story/_/id/41018846/nfl-playcallers-32-teams-mike-mcdaniel-sean-mcvay-nathaniel-hackett,Who calls plays for every NFL team in 2024?,2024-IND-play_caller-01-18-shane-steichen,Here is who will be calling plays for all 32 teams|Indianapolis Colts|Shane Steichen
c11b-caller-2024-JAX-opening,https://www.espn.com/nfl/story/_/id/41018846/nfl-playcallers-32-teams-mike-mcdaniel-sean-mcvay-nathaniel-hackett,Who calls plays for every NFL team in 2024?,2024-JAX-play_caller-01-18-press-taylor,Here is who will be calling plays for all 32 teams|Jacksonville Jaguars|Press Taylor
c11b-caller-2024-KC-opening,https://www.espn.com/nfl/story/_/id/41018846/nfl-playcallers-32-teams-mike-mcdaniel-sean-mcvay-nathaniel-hackett,Who calls plays for every NFL team in 2024?,2024-KC-play_caller-01-18-andy-reid,Here is who will be calling plays for all 32 teams|Kansas City Chiefs|Andy Reid
c11b-caller-2024-LA-opening,https://www.espn.com/nfl/story/_/id/41018846/nfl-playcallers-32-teams-mike-mcdaniel-sean-mcvay-nathaniel-hackett,Who calls plays for every NFL team in 2024?,2024-LA-play_caller-01-18-sean-mcvay,Here is who will be calling plays for all 32 teams|Los Angeles Rams|Sean McVay
c11b-caller-2024-LAC-opening,https://www.espn.com/nfl/story/_/id/41018846/nfl-playcallers-32-teams-mike-mcdaniel-sean-mcvay-nathaniel-hackett,Who calls plays for every NFL team in 2024?,2024-LAC-play_caller-01-18-greg-roman,Here is who will be calling plays for all 32 teams|Los Angeles Chargers|Greg Roman
c11b-caller-2024-LV-01,https://www.raiders.com/news/halftime-report-raiders-score-on-both-possessions-trail-dolphins-by-4,Scott Turner calls plays after Raiders bye,2024-LV-play_caller-01-09-luke-getsy,Following a number of staff changes during the bye week|interim offensive coordinator Scott Turner called plays for the first time this season
c11b-caller-2024-LV-10,https://www.raiders.com/news/halftime-report-raiders-score-on-both-possessions-trail-dolphins-by-4,Scott Turner calls plays after Raiders bye,2024-LV-play_caller-01-09-luke-getsy|2024-LV-play_caller-10-18-scott-turner,Following a number of staff changes during the bye week|interim offensive coordinator Scott Turner called plays for the first time this season
c11b-caller-2024-LV-opening,https://www.espn.com/nfl/story/_/id/41018846/nfl-playcallers-32-teams-mike-mcdaniel-sean-mcvay-nathaniel-hackett,Who calls plays for every NFL team in 2024?,2024-LV-play_caller-01-09-luke-getsy,Here is who will be calling plays for all 32 teams|Las Vegas Raiders|Luke Getsy
c11b-caller-2024-MIA-opening,https://www.espn.com/nfl/story/_/id/41018846/nfl-playcallers-32-teams-mike-mcdaniel-sean-mcvay-nathaniel-hackett,Who calls plays for every NFL team in 2024?,2024-MIA-play_caller-01-18-mike-mcdaniel,Here is who will be calling plays for all 32 teams|Miami Dolphins|Mike McDaniel
c11b-caller-2024-MIN-opening,https://www.espn.com/nfl/story/_/id/41018846/nfl-playcallers-32-teams-mike-mcdaniel-sean-mcvay-nathaniel-hackett,Who calls plays for every NFL team in 2024?,2024-MIN-play_caller-01-18-kevin-o-connell,Here is who will be calling plays for all 32 teams|Minnesota Vikings|Kevin O'Connell
c11b-caller-2024-NE-opening,https://www.espn.com/nfl/story/_/id/41018846/nfl-playcallers-32-teams-mike-mcdaniel-sean-mcvay-nathaniel-hackett,Who calls plays for every NFL team in 2024?,2024-NE-play_caller-01-18-alex-van-pelt,Here is who will be calling plays for all 32 teams|New England Patriots|Alex Van Pelt
c11b-caller-2024-NO-opening,https://www.espn.com/nfl/story/_/id/41018846/nfl-playcallers-32-teams-mike-mcdaniel-sean-mcvay-nathaniel-hackett,Who calls plays for every NFL team in 2024?,2024-NO-play_caller-01-18-klint-kubiak,Here is who will be calling plays for all 32 teams|New Orleans Saints|Klint Kubiak
c11b-caller-2024-NYG-opening,https://www.espn.com/nfl/story/_/id/41018846/nfl-playcallers-32-teams-mike-mcdaniel-sean-mcvay-nathaniel-hackett,Who calls plays for every NFL team in 2024?,2024-NYG-play_caller-01-18-brian-daboll,Here is who will be calling plays for all 32 teams|New York Giants|Brian Daboll
c11b-caller-2024-NYJ-01,https://www.espn.com/nfl/story/_/id/41717324/jets-demote-nathaniel-hackett-tap-todd-downing-call-offense,Jets tap Todd Downing to call offense,2024-NYJ-play_caller-01-05-nathaniel-hackett,Todd Downing will replace Nathaniel Hackett as the Jets' offensive playcaller going forward|through the first five games
c11b-caller-2024-NYJ-06,https://www.espn.com/nfl/story/_/id/41717324/jets-demote-nathaniel-hackett-tap-todd-downing-call-offense,Jets tap Todd Downing to call offense,2024-NYJ-play_caller-01-05-nathaniel-hackett|2024-NYJ-play_caller-06-18-todd-downing,Todd Downing will replace Nathaniel Hackett as the Jets' offensive playcaller going forward|through the first five games
c11b-caller-2024-NYJ-opening,https://www.espn.com/nfl/story/_/id/41018846/nfl-playcallers-32-teams-mike-mcdaniel-sean-mcvay-nathaniel-hackett,Who calls plays for every NFL team in 2024?,2024-NYJ-play_caller-01-05-nathaniel-hackett,Here is who will be calling plays for all 32 teams|New York Jets|Nathaniel Hackett
c11b-caller-2024-PHI-opening,https://www.espn.com/nfl/story/_/id/41018846/nfl-playcallers-32-teams-mike-mcdaniel-sean-mcvay-nathaniel-hackett,Who calls plays for every NFL team in 2024?,2024-PHI-play_caller-01-18-kellen-moore,Here is who will be calling plays for all 32 teams|Philadelphia Eagles|Kellen Moore
c11b-caller-2024-PIT-opening,https://www.espn.com/nfl/story/_/id/41018846/nfl-playcallers-32-teams-mike-mcdaniel-sean-mcvay-nathaniel-hackett,Who calls plays for every NFL team in 2024?,2024-PIT-play_caller-01-18-arthur-smith,Here is who will be calling plays for all 32 teams|Pittsburgh Steelers|Arthur Smith
c11b-caller-2024-SEA-opening,https://www.espn.com/nfl/story/_/id/41018846/nfl-playcallers-32-teams-mike-mcdaniel-sean-mcvay-nathaniel-hackett,Who calls plays for every NFL team in 2024?,2024-SEA-play_caller-01-18-ryan-grubb,Here is who will be calling plays for all 32 teams|Seattle Seahawks|Ryan Grubb
c11b-caller-2024-SF-opening,https://www.espn.com/nfl/story/_/id/41018846/nfl-playcallers-32-teams-mike-mcdaniel-sean-mcvay-nathaniel-hackett,Who calls plays for every NFL team in 2024?,2024-SF-play_caller-01-18-kyle-shanahan,Here is who will be calling plays for all 32 teams|San Francisco 49ers|Kyle Shanahan
c11b-caller-2024-TB-opening,https://www.espn.com/nfl/story/_/id/41018846/nfl-playcallers-32-teams-mike-mcdaniel-sean-mcvay-nathaniel-hackett,Who calls plays for every NFL team in 2024?,2024-TB-play_caller-01-18-liam-coen,Here is who will be calling plays for all 32 teams|Tampa Bay Buccaneers|Liam Coen
c11b-caller-2024-TEN-opening,https://www.espn.com/nfl/story/_/id/41018846/nfl-playcallers-32-teams-mike-mcdaniel-sean-mcvay-nathaniel-hackett,Who calls plays for every NFL team in 2024?,2024-TEN-play_caller-01-18-brian-callahan,Here is who will be calling plays for all 32 teams|Tennessee Titans|Brian Callahan
c11b-caller-2024-WAS-opening,https://www.espn.com/nfl/story/_/id/41018846/nfl-playcallers-32-teams-mike-mcdaniel-sean-mcvay-nathaniel-hackett,Who calls plays for every NFL team in 2024?,2024-WAS-play_caller-01-18-kliff-kingsbury,Here is who will be calling plays for all 32 teams|Washington Commanders|Kliff Kingsbury
c11b-caller-2025-ARI-opening,https://www.espn.com/nfl/story/_/id/46137832/nfl-playcallers-32-teams-mike-mcdaniel-sean-mcvay-brian-schottenheimer,What to know on all 32 NFL playcallers in 2025,2025-ARI-play_caller-01-18-drew-petzing,Here is who is calling plays for all 32 teams|Arizona Cardinals|Drew Petzing
c11b-caller-2025-ATL-opening,https://www.espn.com/nfl/story/_/id/46137832/nfl-playcallers-32-teams-mike-mcdaniel-sean-mcvay-brian-schottenheimer,What to know on all 32 NFL playcallers in 2025,2025-ATL-play_caller-01-18-zac-robinson,Here is who is calling plays for all 32 teams|Atlanta Falcons|Zac Robinson
c11b-caller-2025-BAL-opening,https://www.espn.com/nfl/story/_/id/46137832/nfl-playcallers-32-teams-mike-mcdaniel-sean-mcvay-brian-schottenheimer,What to know on all 32 NFL playcallers in 2025,2025-BAL-play_caller-01-18-todd-monken,Here is who is calling plays for all 32 teams|Baltimore Ravens|Todd Monken
c11b-caller-2025-BUF-opening,https://www.espn.com/nfl/story/_/id/46137832/nfl-playcallers-32-teams-mike-mcdaniel-sean-mcvay-brian-schottenheimer,What to know on all 32 NFL playcallers in 2025,2025-BUF-play_caller-01-18-joe-brady,Here is who is calling plays for all 32 teams|Buffalo Bills|Joe Brady
c11b-caller-2025-CAR-opening,https://www.espn.com/nfl/story/_/id/46137832/nfl-playcallers-32-teams-mike-mcdaniel-sean-mcvay-brian-schottenheimer,What to know on all 32 NFL playcallers in 2025,2025-CAR-play_caller-01-18-dave-canales,Here is who is calling plays for all 32 teams|Carolina Panthers|Dave Canales
c11b-caller-2025-CHI-opening,https://www.espn.com/nfl/story/_/id/46137832/nfl-playcallers-32-teams-mike-mcdaniel-sean-mcvay-brian-schottenheimer,What to know on all 32 NFL playcallers in 2025,2025-CHI-play_caller-01-18-ben-johnson,Here is who is calling plays for all 32 teams|Chicago Bears|Ben Johnson
c11b-caller-2025-CIN-opening,https://www.espn.com/nfl/story/_/id/46137832/nfl-playcallers-32-teams-mike-mcdaniel-sean-mcvay-brian-schottenheimer,What to know on all 32 NFL playcallers in 2025,2025-CIN-play_caller-01-18-zac-taylor,Here is who is calling plays for all 32 teams|Cincinnati Bengals|Zac Taylor
c11b-caller-2025-CLE-01,https://www.clevelandbrowns.com/news/offensive-coordinator-tommy-rees-to-call-plays-for-the-browns-team-coverage,Tommy Rees to call Browns plays,2025-CLE-play_caller-01-09-kevin-stefanski,Tommy Rees will call plays beginning in Week 10|Stefanski announced he would call plays for the 2025 season
c11b-caller-2025-CLE-10,https://www.clevelandbrowns.com/news/offensive-coordinator-tommy-rees-to-call-plays-for-the-browns-team-coverage,Tommy Rees to call Browns plays,2025-CLE-play_caller-01-09-kevin-stefanski|2025-CLE-play_caller-10-18-tommy-rees,Tommy Rees will call plays beginning in Week 10|Stefanski announced he would call plays for the 2025 season
c11b-caller-2025-CLE-opening,https://www.espn.com/nfl/story/_/id/46137832/nfl-playcallers-32-teams-mike-mcdaniel-sean-mcvay-brian-schottenheimer,What to know on all 32 NFL playcallers in 2025,2025-CLE-play_caller-01-09-kevin-stefanski,Here is who is calling plays for all 32 teams|Cleveland Browns|Kevin Stefanski
c11b-caller-2025-DAL-opening,https://www.espn.com/nfl/story/_/id/46137832/nfl-playcallers-32-teams-mike-mcdaniel-sean-mcvay-brian-schottenheimer,What to know on all 32 NFL playcallers in 2025,2025-DAL-play_caller-01-18-brian-schottenheimer,Here is who is calling plays for all 32 teams|Dallas Cowboys|Brian Schottenheimer
c11b-caller-2025-DEN-opening,https://www.espn.com/nfl/story/_/id/46137832/nfl-playcallers-32-teams-mike-mcdaniel-sean-mcvay-brian-schottenheimer,What to know on all 32 NFL playcallers in 2025,2025-DEN-play_caller-01-18-sean-payton,Here is who is calling plays for all 32 teams|Denver Broncos|Sean Payton
c11b-caller-2025-DET-01,https://www.espn.com/nfl/story/_/id/46912993/lions-offense-rolls-dan-campbell-takes-play-calling,Dan Campbell takes over Lions play-calling,2025-DET-play_caller-01-09-john-morton,Dan Campbell took over playcalling duties from first-year offensive coordinator John Morton|Week 10
c11b-caller-2025-DET-10,https://www.espn.com/nfl/story/_/id/46912993/lions-offense-rolls-dan-campbell-takes-play-calling,Dan Campbell takes over Lions play-calling,2025-DET-play_caller-01-09-john-morton|2025-DET-play_caller-10-18-dan-campbell,Dan Campbell took over playcalling duties from first-year offensive coordinator John Morton|Week 10
c11b-caller-2025-DET-opening,https://www.espn.com/nfl/story/_/id/46137832/nfl-playcallers-32-teams-mike-mcdaniel-sean-mcvay-brian-schottenheimer,What to know on all 32 NFL playcallers in 2025,2025-DET-play_caller-01-09-john-morton,Here is who is calling plays for all 32 teams|Detroit Lions|John Morton
c11b-caller-2025-GB-opening,https://www.espn.com/nfl/story/_/id/46137832/nfl-playcallers-32-teams-mike-mcdaniel-sean-mcvay-brian-schottenheimer,What to know on all 32 NFL playcallers in 2025,2025-GB-play_caller-01-18-matt-lafleur,Here is who is calling plays for all 32 teams|Green Bay Packers|Matt LaFleur
c11b-caller-2025-HOU-opening,https://www.espn.com/nfl/story/_/id/46137832/nfl-playcallers-32-teams-mike-mcdaniel-sean-mcvay-brian-schottenheimer,What to know on all 32 NFL playcallers in 2025,2025-HOU-play_caller-01-18-nick-caley,Here is who is calling plays for all 32 teams|Houston Texans|Nick Caley
c11b-caller-2025-IND-opening,https://www.espn.com/nfl/story/_/id/46137832/nfl-playcallers-32-teams-mike-mcdaniel-sean-mcvay-brian-schottenheimer,What to know on all 32 NFL playcallers in 2025,2025-IND-play_caller-01-18-shane-steichen,Here is who is calling plays for all 32 teams|Indianapolis Colts|Shane Steichen
c11b-caller-2025-JAX-opening,https://www.espn.com/nfl/story/_/id/46137832/nfl-playcallers-32-teams-mike-mcdaniel-sean-mcvay-brian-schottenheimer,What to know on all 32 NFL playcallers in 2025,2025-JAX-play_caller-01-18-liam-coen,Here is who is calling plays for all 32 teams|Jacksonville Jaguars|Liam Coen
c11b-caller-2025-KC-opening,https://www.espn.com/nfl/story/_/id/46137832/nfl-playcallers-32-teams-mike-mcdaniel-sean-mcvay-brian-schottenheimer,What to know on all 32 NFL playcallers in 2025,2025-KC-play_caller-01-18-andy-reid,Here is who is calling plays for all 32 teams|Kansas City Chiefs|Andy Reid
c11b-caller-2025-LA-opening,https://www.espn.com/nfl/story/_/id/46137832/nfl-playcallers-32-teams-mike-mcdaniel-sean-mcvay-brian-schottenheimer,What to know on all 32 NFL playcallers in 2025,2025-LA-play_caller-01-18-sean-mcvay,Here is who is calling plays for all 32 teams|Los Angeles Rams|Sean McVay
c11b-caller-2025-LAC-opening,https://www.espn.com/nfl/story/_/id/46137832/nfl-playcallers-32-teams-mike-mcdaniel-sean-mcvay-brian-schottenheimer,What to know on all 32 NFL playcallers in 2025,2025-LAC-play_caller-01-18-greg-roman,Here is who is calling plays for all 32 teams|Los Angeles Chargers|Greg Roman
c11b-caller-2025-LV-01,https://www.raiders.com/news/raiders-greg-olson-interim-offensive-coordinator-pete-carroll-2025-coaching-staff,Greg Olson takes over as Raiders offensive playcaller,2025-LV-play_caller-01-12-chip-kelly,Quarterbacks coach Greg Olson will take over as offensive playcaller|relieved Chip Kelly of his duties
c11b-caller-2025-LV-13,https://www.raiders.com/news/raiders-greg-olson-interim-offensive-coordinator-pete-carroll-2025-coaching-staff,Greg Olson takes over as Raiders offensive playcaller,2025-LV-play_caller-01-12-chip-kelly|2025-LV-play_caller-13-18-greg-olson,Quarterbacks coach Greg Olson will take over as offensive playcaller|relieved Chip Kelly of his duties
c11b-caller-2025-LV-opening,https://www.espn.com/nfl/story/_/id/46137832/nfl-playcallers-32-teams-mike-mcdaniel-sean-mcvay-brian-schottenheimer,What to know on all 32 NFL playcallers in 2025,2025-LV-play_caller-01-12-chip-kelly,Here is who is calling plays for all 32 teams|Las Vegas Raiders|Chip Kelly
c11b-caller-2025-MIA-opening,https://www.espn.com/nfl/story/_/id/46137832/nfl-playcallers-32-teams-mike-mcdaniel-sean-mcvay-brian-schottenheimer,What to know on all 32 NFL playcallers in 2025,2025-MIA-play_caller-01-18-mike-mcdaniel,Here is who is calling plays for all 32 teams|Miami Dolphins|Mike McDaniel
c11b-caller-2025-MIN-opening,https://www.espn.com/nfl/story/_/id/46137832/nfl-playcallers-32-teams-mike-mcdaniel-sean-mcvay-brian-schottenheimer,What to know on all 32 NFL playcallers in 2025,2025-MIN-play_caller-01-18-kevin-o-connell,Here is who is calling plays for all 32 teams|Minnesota Vikings|Kevin O'Connell
c11b-caller-2025-NE-opening,https://www.espn.com/nfl/story/_/id/46137832/nfl-playcallers-32-teams-mike-mcdaniel-sean-mcvay-brian-schottenheimer,What to know on all 32 NFL playcallers in 2025,2025-NE-play_caller-01-18-josh-mcdaniels,Here is who is calling plays for all 32 teams|New England Patriots|Josh McDaniels
c11b-caller-2025-NO-opening,https://www.espn.com/nfl/story/_/id/46137832/nfl-playcallers-32-teams-mike-mcdaniel-sean-mcvay-brian-schottenheimer,What to know on all 32 NFL playcallers in 2025,2025-NO-play_caller-01-18-kellen-moore,Here is who is calling plays for all 32 teams|New Orleans Saints|Kellen Moore
c11b-caller-2025-NYG-opening,https://www.espn.com/nfl/story/_/id/46137832/nfl-playcallers-32-teams-mike-mcdaniel-sean-mcvay-brian-schottenheimer,What to know on all 32 NFL playcallers in 2025,2025-NYG-play_caller-01-18-mike-kafka,Here is who is calling plays for all 32 teams|New York Giants|Mike Kafka
c11b-caller-2025-NYJ-opening,https://www.espn.com/nfl/story/_/id/46137832/nfl-playcallers-32-teams-mike-mcdaniel-sean-mcvay-brian-schottenheimer,What to know on all 32 NFL playcallers in 2025,2025-NYJ-play_caller-01-18-tanner-engstrand,Here is who is calling plays for all 32 teams|New York Jets|Tanner Engstrand
c11b-caller-2025-PHI-opening,https://www.espn.com/nfl/story/_/id/46137832/nfl-playcallers-32-teams-mike-mcdaniel-sean-mcvay-brian-schottenheimer,What to know on all 32 NFL playcallers in 2025,2025-PHI-play_caller-01-18-kevin-patullo,Here is who is calling plays for all 32 teams|Philadelphia Eagles|Kevin Patullo
c11b-caller-2025-PIT-opening,https://www.espn.com/nfl/story/_/id/46137832/nfl-playcallers-32-teams-mike-mcdaniel-sean-mcvay-brian-schottenheimer,What to know on all 32 NFL playcallers in 2025,2025-PIT-play_caller-01-18-arthur-smith,Here is who is calling plays for all 32 teams|Pittsburgh Steelers|Arthur Smith
c11b-caller-2025-SEA-opening,https://www.espn.com/nfl/story/_/id/46137832/nfl-playcallers-32-teams-mike-mcdaniel-sean-mcvay-brian-schottenheimer,What to know on all 32 NFL playcallers in 2025,2025-SEA-play_caller-01-18-klint-kubiak,Here is who is calling plays for all 32 teams|Seattle Seahawks|Klint Kubiak
c11b-caller-2025-SF-opening,https://www.espn.com/nfl/story/_/id/46137832/nfl-playcallers-32-teams-mike-mcdaniel-sean-mcvay-brian-schottenheimer,What to know on all 32 NFL playcallers in 2025,2025-SF-play_caller-01-18-kyle-shanahan,Here is who is calling plays for all 32 teams|San Francisco 49ers|Kyle Shanahan
c11b-caller-2025-TB-opening,https://www.espn.com/nfl/story/_/id/46137832/nfl-playcallers-32-teams-mike-mcdaniel-sean-mcvay-brian-schottenheimer,What to know on all 32 NFL playcallers in 2025,2025-TB-play_caller-01-18-josh-grizzard,Here is who is calling plays for all 32 teams|Tampa Bay Buccaneers|Josh Grizzard
c11b-caller-2025-TEN-01,https://www.nfl.com/news/titans-hc-brian-callahan-to-give-up-play-calling-duties-after-0-3-start-to-season,Brian Callahan gives play-calling to Bo Hardegree,2025-TEN-play_caller-01-03-brian-callahan,giving up offensive play-calling duties to quarterbacks coach Bo Hardegree|after 0-3 start
c11b-caller-2025-TEN-04,https://www.nfl.com/news/titans-hc-brian-callahan-to-give-up-play-calling-duties-after-0-3-start-to-season,Brian Callahan gives play-calling to Bo Hardegree,2025-TEN-play_caller-01-03-brian-callahan|2025-TEN-play_caller-04-18-bo-hardegree,giving up offensive play-calling duties to quarterbacks coach Bo Hardegree|after 0-3 start
c11b-caller-2025-TEN-opening,https://www.espn.com/nfl/story/_/id/46137832/nfl-playcallers-32-teams-mike-mcdaniel-sean-mcvay-brian-schottenheimer,What to know on all 32 NFL playcallers in 2025,2025-TEN-play_caller-01-03-brian-callahan,Here is who is calling plays for all 32 teams|Tennessee Titans|Brian Callahan
c11b-caller-2025-WAS-opening,https://www.espn.com/nfl/story/_/id/46137832/nfl-playcallers-32-teams-mike-mcdaniel-sean-mcvay-brian-schottenheimer,What to know on all 32 NFL playcallers in 2025,2025-WAS-play_caller-01-18-kliff-kingsbury,Here is who is calling plays for all 32 teams|Washington Commanders|Kliff Kingsbury
cam-caldwell-2012,https://www.nfl.com/news/cam-cameron-fired-by-ravens-jim-caldwell-new-oc-0ap1000000108760,Ravens fire Cam Cameron; Jim Caldwell named offensive coordinator,2012-BAL-offensive_coordinator-01-14-cam-cameron|2012-BAL-offensive_coordinator-15-17-jim-caldwell,Cam Cameron|Jim Caldwell|offensive coordinator
dowell-loggains-2012-playcaller,https://www.nfl.com/news/tennessee-titans-hire-tom-moore-to-assist-offensive-coaches-0ap1000000102925,Titans identify Dowell Loggains as new play caller,2012-TEN-play_caller-13-17-dowell-loggains,Dowell Loggains|call the plays
bill-callahan-2013-playcaller,https://www.dallascowboys.com/news/callahan-confirms-playcalling-role-for-2013-campaign-337871,Callahan confirms playcalling role for 2013 campaign,2013-DAL-play_caller-01-17-bill-callahan,Bill Callahan|calling the plays during the course of the game|2013
marty-mornhinweg-2016-playcaller,https://www.nfl.com/news/ravens-fire-offensive-coordinator-marc-trestman-0ap3000000718709,Ravens replace Marc Trestman with Marty Mornhinweg,2016-BAL-play_caller-06-17-marty-mornhinweg,Marty Mornhinweg|play-calling duties
nathaniel-hackett-2016-playcaller,https://www.nfl.com/news/jaguars-choose-hackett-as-new-oc-over-chip-kelly-0ap3000000776268,Jaguars make Nathaniel Hackett role permanent,2016-JAX-play_caller-09-17-nathaniel-hackett,Nathaniel Hackett|interim play-caller
pat-shurmur-2016-playcaller,https://www.nfl.com/news/norv-turner-resigns-as-vikings-offensive-coordinator-0ap3000000732550,Vikings name Pat Shurmur interim coordinator and play caller,2016-MIN-offensive_coordinator-09-17-pat-shurmur|2016-MIN-play_caller-09-17-pat-shurmur,Pat Shurmur|interim offensive coordinator|play-calling duties
rob-chudzinski-2015,https://www.nfl.com/news/colts-fire-offensive-coordinator-pep-hamilton-0ap3000000572620,Colts fire Pep Hamilton,2015-IND-offensive_coordinator-09-17-rob-chudzinski,Rob Chudzinski|offensive coordinator|Pep Hamilton
rob-chudzinski-2015-playcaller,https://www.nfl.com/news/colts-name-rob-chudzinski-offensive-coordinator-0ap3000000619170,Colts retain Rob Chudzinski as offensive coordinator,2015-IND-play_caller-09-17-rob-chudzinski,Rob Chudzinski|play-caller
tim-kelly-2020-compound,https://www.houstontexans.com/news/tim-kelly-will-have-new-role-on-offense-in-2020,Tim Kelly will have new role on offense in 2020,2020-HOU-offensive_coordinator-01-17-tim-kelly|2020-HOU-quarterbacks_coach-01-17-tim-kelly,Tim Kelly|offensive coordinator|quarterbacks
tim-kelly-2020-opening,https://www.nfl.com/news/texans-change-how-they-call-plays-with-bill-o-brien-more-involved,Texans change how they call plays with Bill O'Brien more involved,2020-HOU-play_caller-01-03-tim-kelly,with an 0-3 start|attempting to take a step back from both to begin the season
tim-kelly-2020-post-week4-boundary,https://www.nfl.com/news/texans-fire-bill-o-brien-as-general-manager-head-coach,Texans fire Bill O'Brien as general manager and head coach,2020-HOU-play_caller-05-17-tim-kelly,fired coach and general manager Bill O'Brien|after more than six seasons|0-4 start
tim-kelly-2020-provisional-designation,https://www.houstontexans.com/news/oc-tim-kelly-discusses-new-role-as-play-caller-in-2020,OC Tim Kelly discusses new role as play-caller in 2020,2020-HOU-play_caller-05-17-tim-kelly,Kelly would take over play-calling duties for the upcoming season
tim-kelly-2020-week4-shared,https://www.nfl.com/news/texans-change-how-they-call-plays-with-bill-o-brien-more-involved,Texans change how they call plays with Bill O'Brien more involved,2020-HOU-play_caller-04-04-bill-o-brien|2020-HOU-play_caller-04-04-tim-kelly,far more involved in game-planning and play-calling|Tim Kelly will still physically relay the plays|O'Brien will take a heavy hand in which plays are called
zac-taylor-2015-playcaller,https://www.nfl.com/news/dolphins-fire-offensive-coordinator-bill-lazor-0ap3000000591391,Dolphins name Zac Taylor primary play caller,2015-MIA-play_caller-13-17-zac-taylor,Zac Taylor|primary play calling|remainder of the season
2017-espn-all-playcallers,https://www.espn.com/nfl/story/_/page/32for32x17115/nfl-2017-playcallers-all-32-nfl-teams-how-their-offense-ranks,The playcallers for all 32 teams and where their offenses rank,2017-ARI-play_caller-01-10-bruce-arians|2017-ATL-play_caller-01-10-steve-sarkisian|2017-BAL-play_caller-01-10-marty-mornhinweg|2017-BUF-play_caller-01-10-rick-dennison|2017-CAR-play_caller-01-10-mike-shula|2017-CHI-play_caller-01-10-dowell-loggains|2017-CIN-play_caller-03-17-bill-lazor|2017-CLE-play_caller-01-10-hue-jackson|2017-DAL-play_caller-01-10-scott-linehan|2017-DEN-play_caller-01-11-mike-mccoy|2017-DET-play_caller-01-10-jim-bob-cooter|2017-GB-play_caller-01-10-mike-mccarthy|2017-HOU-play_caller-01-10-bill-o-brien|2017-IND-play_caller-01-10-rob-chudzinski|2017-JAX-play_caller-01-10-nathaniel-hackett|2017-KC-play_caller-01-12-andy-reid|2017-LA-play_caller-01-10-sean-mcvay|2017-LAC-play_caller-01-10-ken-whisenhunt|2017-LV-play_caller-01-10-todd-downing|2017-MIA-play_caller-01-10-adam-gase|2017-MIN-play_caller-01-10-pat-shurmur|2017-NE-play_caller-01-10-josh-mcdaniels|2017-NO-play_caller-01-10-sean-payton|2017-NYG-play_caller-01-05-ben-mcadoo|2017-NYG-play_caller-06-10-mike-sullivan|2017-NYJ-play_caller-01-10-john-morton|2017-PHI-play_caller-01-10-doug-pederson|2017-PIT-play_caller-01-10-todd-haley|2017-SEA-play_caller-01-10-darrell-bevell|2017-SF-play_caller-01-10-kyle-shanahan|2017-TB-play_caller-01-10-dirk-koetter|2017-TEN-play_caller-01-10-terry-robiskie|2017-WAS-play_caller-01-10-jay-gruden,Head coach Bruce Arians|Offensive coordinator Steve Sarkisian|Offensive coordinator Marty Mornhinweg|Offensive coordinator Rick Dennison|Offensive coordinator Mike Shula|Offensive coordinator Dowell Loggains|Offensive coordinator Bill Lazor|Head coach Hue Jackson|Offensive coordinator Scott Linehan|Offensive coordinator Mike McCoy|Offensive coordinator Jim Bob Cooter|Head coach Mike McCarthy|Head coach Bill O'Brien|Offensive coordinator Rob Chudzinski|Offensive coordinator Nathaniel Hackett|Head coach Andy Reid|Head coach Sean McVay|Offensive coordinator Ken Whisenhunt|Offensive coordinator Todd Downing|Head coach Adam Gase|Offensive coordinator Pat Shurmur|Offensive coordinator Josh McDaniels|Head coach Sean Payton|playcalling duties from coach Ben McAdoo in Week 6|Offensive coordinator Mike Sullivan|Offensive coordinator John Morton|Head coach Doug Pederson|Offensive coordinator Todd Haley|Offensive coordinator Darrell Bevell|Head coach Kyle Shanahan|Head coach Dirk Koetter|Offensive coordinator Terry Robiskie|Head coach Jay Gruden
2017-cincinnati-caller-change,https://www.bengals.com/news/2017,Bengals 2017 season history,2017-CIN-play_caller-01-02-ken-zampese|2017-CIN-play_caller-03-17-bill-lazor,Bill Lazor|Games 1-2|Games 3-16|Released after Game 2
2017-denver-caller-change,https://www.nfl.com/news/broncos-fire-offensive-coordinator-mike-mccoy-0ap3000000880175,Broncos replace Mike McCoy with Bill Musgrave,2017-DEN-play_caller-01-11-mike-mccoy|2017-DEN-play_caller-12-17-bill-musgrave,Broncos fire offensive coordinator Mike McCoy|Bill will handle all play-calling duties|rest of the season
2017-kansas-city-caller-change,https://www.nfl.com/_amp/andy-reid-gives-chiefs-play-calling-role-to-matt-nagy-0ap3000000886304,Andy Reid hands Week 13 play-calling to Matt Nagy,2017-KC-play_caller-01-12-andy-reid|2017-KC-play_caller-13-17-matt-nagy,Andy Reid gives Chiefs' play-calling role to Matt Nagy|handed over play-calling|Sunday's game versus the New York Jets
2018-ari-play-caller-change,https://www.nfl.com/news/fantasy-exit-interviews-nfc-west-0ap3000001017002,NFL Fantasy Exit Interviews: NFC West,2018-ARI-play_caller-01-07-mike-mccoy,With McCoy calling the plays|fired after a Week 7 loss
