assignment_key,season,team_id,coach_id,coach_canonical_name,role,start_week,end_week,is_interim,is_shared,verification_status,confidence_level,interval_basis,evidence_scope,source_url,source_type,source_accessed_at,evidence_locator,evidence_note,required_terms,weekly_review_required
2012-CAR-offensive_coordinator-01-17-rob-chudzinski,2012,CAR,coach-rob-chudzinski,Rob Chudzinski,offensive_coordinator,1,17,false,false,verified,medium,season_designation,formal_title,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202012%20-%20Record%20%26%20Fact%20Book.pdf,official_book_mirror,2026-08-27,PDF page 155 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2012-CAR-quarterbacks_coach-01-17-mike-shula,2012,CAR,coach-mike-shula,Mike Shula,quarterbacks_coach,1,17,false,false,verified,medium,season_designation,formal_title,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202012%20-%20Record%20%26%20Fact%20Book.pdf,official_book_mirror,2026-08-27,PDF page 155 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2012-CHI-offensive_coordinator-01-17-mike-tice,2012,CHI,coach-mike-tice,Mike Tice,offensive_coordinator,1,17,false,false,verified,medium,season_designation,formal_title,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202012%20-%20Record%20%26%20Fact%20Book.pdf,official_book_mirror,2026-08-27,PDF page 161 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2012-CHI-quarterbacks_coach-01-17-jeremy-bates,2012,CHI,coach-jeremy-bates,Jeremy Bates,quarterbacks_coach,1,17,false,false,verified,medium,season_designation,formal_title,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202012%20-%20Record%20%26%20Fact%20Book.pdf,official_book_mirror,2026-08-27,PDF page 161 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2012-CIN-offensive_coordinator-01-17-jay-gruden,2012,CIN,coach-jay-gruden,Jay Gruden,offensive_coordinator,1,17,false,false,verified,medium,season_designation,formal_title,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202012%20-%20Record%20%26%20Fact%20Book.pdf,official_book_mirror,2026-08-27,PDF page 57 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2012-CIN-quarterbacks_coach-01-17-ken-zampese,2012,CIN,coach-ken-zampese,Ken Zampese,quarterbacks_coach,1,17,false,false,verified,medium,season_designation,formal_title,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202012%20-%20Record%20%26%20Fact%20Book.pdf,official_book_mirror,2026-08-27,PDF page 57 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2012-CLE-offensive_coordinator-01-17-brad-childress,2012,CLE,coach-brad-childress,Brad Childress,offensive_coordinator,1,17,false,false,verified,medium,season_designation,formal_title,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202012%20-%20Record%20%26%20Fact%20Book.pdf,official_book_mirror,2026-08-27,PDF page 63 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2012-CLE-quarterbacks_coach-01-17-mark-whipple,2012,CLE,coach-mark-whipple,Mark Whipple,quarterbacks_coach,1,17,false,false,verified,medium,season_designation,formal_title,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202012%20-%20Record%20%26%20Fact%20Book.pdf,official_book_mirror,2026-08-27,PDF page 63 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2012-DAL-offensive_coordinator-01-17-bill-callahan,2012,DAL,coach-bill-callahan,Bill Callahan,offensive_coordinator,1,17,false,false,verified,medium,season_designation,formal_title,https://www.dallascowboys.com/news/staff-hires-announced-callahan-gets-oc-title-281741,official_team,2026-09-04,January 12 2012 staff announcement,"Official team announcement explicitly gives Bill Callahan the offensive coordinator/offensive line title for 2012. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",Bill Callahan|offensive coordinator|offensive line,true
2012-DAL-quarterbacks_coach-01-17-wade-wilson,2012,DAL,coach-wade-wilson,Wade Wilson,quarterbacks_coach,1,17,false,false,verified,medium,season_designation,formal_title,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202012%20-%20Record%20%26%20Fact%20Book.pdf,official_book_mirror,2026-08-27,PDF page 167 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2012-DEN-offensive_coordinator-01-17-mike-mccoy,2012,DEN,coach-mike-mccoy,Mike McCoy,offensive_coordinator,1,17,false,false,verified,medium,season_designation,formal_title,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202012%20-%20Record%20%26%20Fact%20Book.pdf,official_book_mirror,2026-08-27,PDF page 69 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2012-DEN-quarterbacks_coach-01-17-adam-gase,2012,DEN,coach-adam-gase,Adam Gase,quarterbacks_coach,1,17,false,false,verified,medium,season_designation,formal_title,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202012%20-%20Record%20%26%20Fact%20Book.pdf,official_book_mirror,2026-08-27,PDF page 69 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2012-DET-offensive_coordinator-01-17-scott-linehan,2012,DET,coach-scott-linehan,Scott Linehan,offensive_coordinator,1,17,false,false,verified,medium,season_designation,formal_title,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202012%20-%20Record%20%26%20Fact%20Book.pdf,official_book_mirror,2026-08-27,PDF page 173 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2012-DET-quarterbacks_coach-01-17-todd-downing,2012,DET,coach-todd-downing,Todd Downing,quarterbacks_coach,1,17,false,false,verified,medium,season_designation,formal_title,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202012%20-%20Record%20%26%20Fact%20Book.pdf,official_book_mirror,2026-09-04,PDF page 173 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2012-GB-offensive_coordinator-01-17-tom-clements,2012,GB,coach-tom-clements,Tom Clements,offensive_coordinator,1,17,false,false,verified,medium,season_designation,formal_title,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202012%20-%20Record%20%26%20Fact%20Book.pdf,official_book_mirror,2026-08-27,PDF page 179 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2012-GB-quarterbacks_coach-01-17-ben-mcadoo,2012,GB,coach-ben-mcadoo,Ben McAdoo,quarterbacks_coach,1,17,false,false,verified,medium,season_designation,formal_title,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202012%20-%20Record%20%26%20Fact%20Book.pdf,official_book_mirror,2026-08-27,PDF page 179 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2012-HOU-offensive_coordinator-01-17-rick-dennison,2012,HOU,coach-rick-dennison,Rick Dennison,offensive_coordinator,1,17,false,false,verified,medium,season_designation,formal_title,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202012%20-%20Record%20%26%20Fact%20Book.pdf,official_book_mirror,2026-08-27,PDF page 75 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2012-HOU-quarterbacks_coach-01-17-karl-dorrell,2012,HOU,coach-karl-dorrell,Karl Dorrell,quarterbacks_coach,1,17,false,false,verified,medium,season_designation,formal_title,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202012%20-%20Record%20%26%20Fact%20Book.pdf,official_book_mirror,2026-08-27,PDF page 75 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2012-IND-offensive_coordinator-01-17-bruce-arians,2012,IND,coach-bruce-arians,Bruce Arians,offensive_coordinator,1,17,false,false,verified,medium,season_designation,formal_title,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202012%20-%20Record%20%26%20Fact%20Book.pdf,official_book_mirror,2026-08-27,PDF page 81 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2012-IND-quarterbacks_coach-01-17-clyde-christensen,2012,IND,coach-clyde-christensen,Clyde Christensen,quarterbacks_coach,1,17,false,false,verified,medium,season_designation,formal_title,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202012%20-%20Record%20%26%20Fact%20Book.pdf,official_book_mirror,2026-08-27,PDF page 81 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2012-JAX-offensive_coordinator-01-17-bob-bratkowski,2012,JAX,coach-bob-bratkowski,Bob Bratkowski,offensive_coordinator,1,17,false,false,verified,medium,season_designation,formal_title,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202012%20-%20Record%20%26%20Fact%20Book.pdf,official_book_mirror,2026-08-27,PDF page 87 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2012-JAX-quarterbacks_coach-01-17-greg-olson,2012,JAX,coach-greg-olson,Greg Olson,quarterbacks_coach,1,17,false,false,verified,medium,season_designation,formal_title,https://www.jaguars.com/news/love-those-golden-retrievers-6841728,official_team,2026-09-04,February 15 2012 quarterback-coach feature,"Official team article explicitly identifies Greg Olson as quarterbacks coach in 2012. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",Greg Olson|quarterbacks coach,true
2012-KC-offensive_coordinator-01-17-brian-daboll,2012,KC,coach-brian-daboll,Brian Daboll,offensive_coordinator,1,17,false,false,verified,medium,season_designation,formal_title,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202012%20-%20Record%20%26%20Fact%20Book.pdf,official_book_mirror,2026-08-27,PDF page 93 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2012-KC-quarterbacks_coach-01-17-jim-zorn,2012,KC,coach-jim-zorn,Jim Zorn,quarterbacks_coach,1,17,false,false,verified,medium,season_designation,formal_title,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202012%20-%20Record%20%26%20Fact%20Book.pdf,official_book_mirror,2026-08-27,PDF page 93 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2012-LA-offensive_coordinator-01-17-brian-schottenheimer,2012,LA,coach-brian-schottenheimer,Brian Schottenheimer,offensive_coordinator,1,17,false,false,verified,medium,season_designation,formal_title,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202012%20-%20Record%20%26%20Fact%20Book.pdf,official_book_mirror,2026-09-04,PDF page 209 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2012-LA-quarterbacks_coach-01-17-frank-cignetti-jr,2012,LA,coach-frank-cignetti-jr,Frank Cignetti Jr,quarterbacks_coach,1,17,false,false,verified,medium,season_designation,formal_title,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202012%20-%20Record%20%26%20Fact%20Book.pdf,official_book_mirror,2026-08-27,PDF page 209 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2012-LAC-offensive_coordinator-01-17-hal-hunter,2012,LAC,coach-hal-hunter,Hal Hunter,offensive_coordinator,1,17,false,false,verified,medium,season_designation,formal_title,https://www.chargers.com/team/transactions/2012,official_team,2026-09-04,January 16 2012 transaction,"Official team transaction names Hal Hunter offensive coordinator in 2012. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",Hal Hunter|offensive coordinator,true
2012-LAC-quarterbacks_coach-01-17-john-ramsdell,2012,LAC,coach-john-ramsdell,John Ramsdell,quarterbacks_coach,1,17,false,false,verified,medium,season_designation,formal_title,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202012%20-%20Record%20%26%20Fact%20Book.pdf,official_book_mirror,2026-08-27,PDF page 129 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2012-LV-offensive_coordinator-01-17-greg-knapp,2012,LV,coach-greg-knapp,Greg Knapp,offensive_coordinator,1,17,false,false,verified,medium,season_designation,formal_title,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202012%20-%20Record%20%26%20Fact%20Book.pdf,official_book_mirror,2026-08-27,PDF page 117 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2012-LV-quarterbacks_coach-01-17-john-defilippo,2012,LV,coach-john-defilippo,John DeFilippo,quarterbacks_coach,1,17,false,false,verified,medium,season_designation,formal_title,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202012%20-%20Record%20%26%20Fact%20Book.pdf,official_book_mirror,2026-08-27,PDF page 117 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2012-MIA-offensive_coordinator-01-17-mike-sherman,2012,MIA,coach-mike-sherman,Mike Sherman,offensive_coordinator,1,17,false,false,verified,medium,season_designation,formal_title,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202012%20-%20Record%20%26%20Fact%20Book.pdf,official_book_mirror,2026-08-27,PDF page 99 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2012-MIN-offensive_coordinator-01-17-bill-musgrave,2012,MIN,coach-bill-musgrave,Bill Musgrave,offensive_coordinator,1,17,false,false,verified,medium,season_designation,formal_title,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202012%20-%20Record%20%26%20Fact%20Book.pdf,official_book_mirror,2026-08-27,PDF page 185 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2012-MIN-quarterbacks_coach-01-17-craig-johnson,2012,MIN,coach-craig-johnson,Craig Johnson,quarterbacks_coach,1,17,false,false,verified,medium,season_designation,formal_title,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202012%20-%20Record%20%26%20Fact%20Book.pdf,official_book_mirror,2026-08-27,PDF page 185 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2012-NE-offensive_coordinator-01-17-josh-mcdaniels,2012,NE,coach-josh-mcdaniels,Josh McDaniels,offensive_coordinator,1,17,false,false,verified,medium,season_designation,formal_title,https://www.patriots.com/news/josh-mcdaniels-conference-call-transcript-10-15-2012-183291,official_team,2026-09-04,October 15 2012 conference-call header,"Official team transcript explicitly identifies Josh McDaniels as offensive coordinator/quarterbacks coach during the 2012 season. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",offensive coordinator/quarterbacks coach|Josh McDaniels,true
2012-NE-quarterbacks_coach-01-17-josh-mcdaniels,2012,NE,coach-josh-mcdaniels,Josh McDaniels,quarterbacks_coach,1,17,false,false,verified,medium,season_designation,formal_title,https://www.patriots.com/news/josh-mcdaniels-conference-call-transcript-10-15-2012-183291,official_team,2026-09-04,October 15 2012 conference-call header,"Official team transcript explicitly identifies Josh McDaniels as offensive coordinator/quarterbacks coach during the 2012 season. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",offensive coordinator/quarterbacks coach|Josh McDaniels,true
2012-NO-offensive_coordinator-01-17-pete-carmichael,2012,NO,coach-pete-carmichael,Pete Carmichael,offensive_coordinator,1,17,false,false,verified,medium,season_designation,formal_title,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202012%20-%20Record%20%26%20Fact%20Book.pdf,official_book_mirror,2026-08-27,PDF page 191 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2012-NO-quarterbacks_coach-01-17-joe-lombardi,2012,NO,coach-joe-lombardi,Joe Lombardi,quarterbacks_coach,1,17,false,false,verified,medium,season_designation,formal_title,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202012%20-%20Record%20%26%20Fact%20Book.pdf,official_book_mirror,2026-08-27,PDF page 191 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2012-NYG-offensive_coordinator-01-17-kevin-gilbride,2012,NYG,coach-kevin-gilbride,Kevin Gilbride,offensive_coordinator,1,17,false,false,verified,medium,season_designation,formal_title,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202012%20-%20Record%20%26%20Fact%20Book.pdf,official_book_mirror,2026-08-27,PDF page 197 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2012-NYG-quarterbacks_coach-01-17-sean-ryan,2012,NYG,coach-sean-ryan,Sean Ryan,quarterbacks_coach,1,17,false,false,verified,medium,season_designation,formal_title,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202012%20-%20Record%20%26%20Fact%20Book.pdf,official_book_mirror,2026-08-27,PDF page 197 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2012-NYJ-offensive_coordinator-01-17-tony-sparano,2012,NYJ,coach-tony-sparano,Tony Sparano,offensive_coordinator,1,17,false,false,verified,medium,season_designation,formal_title,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202012%20-%20Record%20%26%20Fact%20Book.pdf,official_book_mirror,2026-08-27,PDF page 111 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2012-NYJ-quarterbacks_coach-01-17-matt-cavanaugh,2012,NYJ,coach-matt-cavanaugh,Matt Cavanaugh,quarterbacks_coach,1,17,false,false,verified,medium,season_designation,formal_title,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202012%20-%20Record%20%26%20Fact%20Book.pdf,official_book_mirror,2026-08-27,PDF page 111 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2012-PHI-offensive_coordinator-01-17-marty-mornhinweg,2012,PHI,coach-marty-mornhinweg,Marty Mornhinweg,offensive_coordinator,1,17,false,false,verified,medium,season_designation,formal_title,https://www.philadelphiaeagles.com/news/offensive-coordinator-marty-mornhinweg-8531296,official_team,2026-09-04,October 11 2012 press-conference header,"Official team transcript explicitly identifies Marty Mornhinweg as offensive coordinator during the 2012 season. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",Offensive Coordinator Marty Mornhinweg|2012,true
2012-PHI-quarterbacks_coach-01-17-doug-pederson,2012,PHI,coach-doug-pederson,Doug Pederson,quarterbacks_coach,1,17,false,false,verified,medium,season_designation,formal_title,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202012%20-%20Record%20%26%20Fact%20Book.pdf,official_book_mirror,2026-08-27,PDF page 203 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2012-PIT-offensive_coordinator-01-17-todd-haley,2012,PIT,coach-todd-haley,Todd Haley,offensive_coordinator,1,17,false,false,verified,medium,season_designation,formal_title,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202012%20-%20Record%20%26%20Fact%20Book.pdf,official_book_mirror,2026-08-27,PDF page 123 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2012-PIT-quarterbacks_coach-01-17-randy-fichtner,2012,PIT,coach-randy-fichtner,Randy Fichtner,quarterbacks_coach,1,17,false,false,verified,medium,season_designation,formal_title,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202012%20-%20Record%20%26%20Fact%20Book.pdf,official_book_mirror,2026-08-27,PDF page 123 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2012-SEA-offensive_coordinator-01-17-darrell-bevell,2012,SEA,coach-darrell-bevell,Darrell Bevell,offensive_coordinator,1,17,false,false,verified,medium,season_designation,formal_title,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202012%20-%20Record%20%26%20Fact%20Book.pdf,official_book_mirror,2026-08-27,PDF page 221 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2012-SEA-quarterbacks_coach-01-17-carl-smith,2012,SEA,coach-carl-smith,Carl Smith,quarterbacks_coach,1,17,false,false,verified,medium,season_designation,formal_title,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202012%20-%20Record%20%26%20Fact%20Book.pdf,official_book_mirror,2026-08-27,PDF page 221 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2012-SF-offensive_coordinator-01-17-greg-roman,2012,SF,coach-greg-roman,Greg Roman,offensive_coordinator,1,17,false,false,verified,medium,season_designation,formal_title,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202012%20-%20Record%20%26%20Fact%20Book.pdf,official_book_mirror,2026-08-27,PDF page 215 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2012-SF-quarterbacks_coach-01-17-geep-chryst,2012,SF,coach-geep-chryst,Geep Chryst,quarterbacks_coach,1,17,false,false,verified,medium,season_designation,formal_title,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202012%20-%20Record%20%26%20Fact%20Book.pdf,official_book_mirror,2026-08-27,PDF page 215 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2012-TB-offensive_coordinator-01-17-mike-sullivan,2012,TB,coach-mike-sullivan,Mike Sullivan,offensive_coordinator,1,17,false,false,verified,medium,season_designation,formal_title,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202012%20-%20Record%20%26%20Fact%20Book.pdf,official_book_mirror,2026-08-27,PDF page 227 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2012-TB-quarterbacks_coach-01-17-ron-turner,2012,TB,coach-ron-turner,Ron Turner,quarterbacks_coach,1,17,false,false,verified,medium,season_designation,formal_title,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202012%20-%20Record%20%26%20Fact%20Book.pdf,official_book_mirror,2026-08-27,PDF page 227 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2012-TEN-offensive_coordinator-01-12-chris-palmer,2012,TEN,coach-chris-palmer,Chris Palmer,offensive_coordinator,1,12,false,false,verified,high,dated_source_weeks,formal_title_and_interval,https://www.nfl.com/news/chris-palmer-fired-as-tennessee-titans-o-coordinator-0ap1000000101599,official_release,2026-08-27,Change reported after Week 12,Dated league report verifies the in-season offensive-coordinator change.,,false
2012-TEN-offensive_coordinator-13-17-dowell-loggains,2012,TEN,coach-dowell-loggains,Dowell Loggains,offensive_coordinator,13,17,false,false,verified,high,dated_source_weeks,formal_title_and_interval,https://www.nfl.com/news/chris-palmer-fired-as-tennessee-titans-o-coordinator-0ap1000000101599,official_release,2026-08-27,Replacement effective Week 13,Dated league report verifies the in-season offensive-coordinator change.,,false
2012-TEN-quarterbacks_coach-01-17-dowell-loggains,2012,TEN,coach-dowell-loggains,Dowell Loggains,quarterbacks_coach,1,17,false,false,verified,medium,season_designation,formal_title,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202012%20-%20Record%20%26%20Fact%20Book.pdf,official_book_mirror,2026-08-27,PDF page 135 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks/passing. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2012-WAS-offensive_coordinator-01-17-kyle-shanahan,2012,WAS,coach-kyle-shanahan,Kyle Shanahan,offensive_coordinator,1,17,false,false,verified,medium,season_designation,formal_title,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202012%20-%20Record%20%26%20Fact%20Book.pdf,official_book_mirror,2026-08-27,PDF page 233 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2012-WAS-quarterbacks_coach-01-17-matt-lafleur,2012,WAS,coach-matt-lafleur,Matt LaFleur,quarterbacks_coach,1,17,false,false,verified,medium,season_designation,formal_title,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202012%20-%20Record%20%26%20Fact%20Book.pdf,official_book_mirror,2026-08-27,PDF page 233 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: quarterbacks. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
2013-ARI-offensive_coordinator-01-17-harold-goodwin,2013,ARI,coach-harold-goodwin,Harold Goodwin,offensive_coordinator,1,17,false,false,verified,medium,season_designation,formal_title,https://basement.crucifyd.com/zone/seahawks/record-fact/NFL%20-%202013%20-%20Record%20%26%20Fact%20Book.pdf,official_book_mirror,2026-08-27,PDF page 143 (staff page; assistant listing may continue on following pages),"Formal preseason staff title: offensive coordinator. Weeks encode the season designation, not independently observed weekly tenure; does not establish play-calling duty.",,true
